 LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,Sum of Sheet1 (2).AIR_TEMP,Sum of Sheet1 (2).TRACK_TEMP,Sum of Sheet1 (2).HUMIDITY,Sum of Sheet1 (2).PRESSURE,Sum of Sheet1 (2).WIND_SPEED,Sum of Sheet1 (2).WIND_DIRECTION,ACO,AL,ALOTTE,AS,EMORT,J,JVER,LGRA,MEV,M¬úNT,N,NN,NVR,N¬úL,OROWL,OTUR,PWEHRL,RFRI,RR,SB,SBU,SVANDOO,S¬ÇM,TB,250,Qualifying Group 1,Qualifying Group 2,Qualifying Group 3,Qualifying Group 4
1,163,90.7,19.6,31.877,63.2,142.1,1102.1,90.7,19.6,31.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,104,23.826,19.612,30.266,121.9,215.8,1175.8,23.8,19.6,30.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,116,21.864,17.816,28.864,131,284.4,1244.4,21.9,17.8,28.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,136,84,23.944,35.147,62.8,143.1,1103.1,84,23.9,35.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,69,25.596,20.236,31.622,116,220.5,1180.5,25.6,20.2,31.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,88,21.758,17.594,29.119,131.2,289,1249,21.8,17.6,29.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,106,91.7,20.038,32.376,62.3,144.1,1104.1,91.7,20,32.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,84,25.592,20.89,35.763,109.2,226.3,1186.3,25.6,20.9,35.8,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3,71,21.659,17.593,28.558,132.5,294.2,1254.2,21.7,17.6,28.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,95,82.3,23.729,37.572,62.5,143.6,1103.6,82.3,23.7,37.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,105,25.738,20.84,32.97,112.9,223.2,1183.2,25.7,20.8,33,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3,93,22.005,17.751,28.611,131.4,291.5,1251.5,22,17.8,28.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,68,61.7,36.259,29.887,95.1,127.8,127.8,61.7,36.3,29.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,88,33.588,34.57,35.939,116.8,231.9,231.9,33.6,34.6,35.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3,94,32.179,33.655,28.646,128.6,326.4,326.4,32.2,33.7,28.6,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,122,60.2,36.013,29.967,96.3,126.2,126.2,60.2,36,30,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,110,33.76,34.753,31.254,121.8,226,226,33.8,34.8,31.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,100,32.067,33.626,28.726,128.7,320.4,320.4,32.1,33.6,28.7,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,92,61,35.746,30.293,95.7,127.1,127.1,61,35.7,30.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,83,33.583,34.825,32.31,120.7,227.8,227.8,33.6,34.8,32.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,99,32.32,33.469,28.326,129.1,321.9,321.9,32.3,33.5,28.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,102,63.1,35.448,29.979,94.6,128.5,128.5,63.1,35.4,30,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,140,33.834,34.395,32.768,120.3,229.5,229.5,33.8,34.4,32.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,95,32.214,33.444,28.508,129.1,323.7,323.7,32.2,33.4,28.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,92,54.135,36.656,30.815,99.9,121.6,121.6,54.1,36.7,30.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,108,34.423,35.162,30.765,121.1,222,222,34.4,35.2,30.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3,71,32.273,33.894,28.249,128.7,316.4,316.4,32.3,33.9,28.2,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,105,51.074,36.134,29.853,103.8,117.1,117.1,51.1,36.1,29.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,74,33.678,34.543,29.194,124.8,214.5,214.5,33.7,34.5,29.2,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,118,32.215,33.392,28.138,129.6,308.2,308.2,32.2,33.4,28.1,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,82,51.913,36.651,31.33,101.4,119.9,599.9,51.9,36.7,31.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,71,33.527,34.685,32.709,120.4,220.8,700.8,33.5,34.7,32.7,1149.8582,1536,4029.88,55677.088,329.28831,10237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,89,32.004,33.058,28.542,129.8,314.4,794.4,32,33.1,28.5,1149.8582,1536,4029.88,55677.088,329.28831,10237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,127,46.005,36.772,32.155,105.7,114.9,594.9,46,36.8,32.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,124,33.473,34.183,28.915,125.9,211.5,691.5,33.5,34.2,28.9,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,116,31.993,33.218,27.987,130.4,304.7,784.7,32,33.2,28,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,104,53.461,35.777,31.435,100.7,120.7,600.7,53.5,35.8,31.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,140,34.276,35.764,32.934,118,223.6,703.6,34.3,35.8,32.9,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,97,32.15,33.086,28.243,130,317.1,797.1,32.1,33.1,28.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,79,48.82,36.61,31.181,104.2,116.6,596.6,48.8,36.6,31.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,79,33.415,35.35,30.655,122.2,216,696,33.4,35.3,30.7,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,102,31.917,33.625,28.337,129.5,309.9,789.9,31.9,33.6,28.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,92,51.926,35.621,30.018,103.4,117.6,597.6,51.9,35.6,30,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,105,33.297,35.144,32.822,120,218.8,698.8,33.3,35.1,32.8,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,77,31.979,33.397,28.522,129.4,312.7,792.7,32,33.4,28.5,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,134,54.047,35.773,31.961,99.8,121.8,601.8,54,35.8,32,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,96,33.674,36,36.76,114.2,228.2,708.2,33.7,36,36.8,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,177,32.288,33.515,28.785,128.5,322.8,802.8,32.3,33.5,28.8,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,106,46.274,34.973,29.766,109.5,111,1551,46.3,35,29.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,70,32.994,33.982,28.873,126.8,206.9,1646.9,33,34,28.9,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,177,31.215,32.86,27.78,132.3,298.7,1738.7,31.2,32.9,27.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,98,50.014,35.499,30.887,104.4,116.4,1556.4,50,35.5,30.9,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,86,33.604,34.513,29.846,124.1,214.4,1654.4,33.6,34.5,29.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,80,31.102,32.768,28.088,132.2,306.3,1746.3,31.1,32.8,28.1,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,75,54.072,36.458,31.057,100,121.6,1561.6,54.1,36.5,31.1,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,73,33.746,34.871,29.774,123.5,220,1660,33.7,34.9,29.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,86,31.064,33.682,28.409,130.5,313.1,1753.1,31.1,33.7,28.4,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,102,61.4,36.516,30.479,94.6,128.4,1568.4,61.4,36.5,30.5,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,95,33.375,35.332,30.158,122.9,227.3,1667.3,33.4,35.3,30.2,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,113,31.463,33.288,28.199,130.8,320.3,1760.3,31.5,33.3,28.2,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,68,62.9,37.624,31.496,92.1,132,1572,62.9,37.6,31.5,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,72,32.916,34.375,31.238,123.4,230.5,1670.5,32.9,34.4,31.2,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3,96,31.233,33.26,28.234,131.1,323.3,1763.3,31.2,33.3,28.2,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,73,73.6,35.385,29.697,87.6,138.7,1578.7,73.6,35.4,29.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,119,32.992,33.877,28.74,127.1,234.3,1674.3,33,33.9,28.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,88,31.385,32.943,28.257,131.3,326.9,1766.9,31.4,32.9,28.3,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,101,53.03,35.712,30.878,101.6,119.6,1079.6,53,35.7,30.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,94,33.412,35.094,34.003,118.6,222.1,1182.1,33.4,35.1,34,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,84,32.711,33.438,28.461,128.5,316.7,1276.7,32.7,33.4,28.5,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,91,46.423,35.48,29.911,108.7,111.8,1071.8,46.4,35.5,29.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,83,33.769,34.431,29.297,124.7,209.3,1169.3,33.8,34.4,29.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,91,31.992,33.222,28.122,130.2,302.6,1262.6,32,33.2,28.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,71,47.658,35.339,29.88,107.7,112.9,1072.9,47.7,35.3,29.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,89,33.474,34.474,30.405,123.6,211.2,1171.2,33.5,34.5,30.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,129,31.83,33.244,28.316,130.1,304.6,1264.6,31.8,33.2,28.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,84,52.015,35.629,29.969,103.3,117.6,1077.6,52,35.6,30,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,90,33.346,36.102,32.532,119.2,219.6,1179.6,33.3,36.1,32.5,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,111,32.202,33.248,28.079,129.9,313.1,1273.1,32.2,33.2,28.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,79,50.846,35.35,30.948,103.7,117.1,1077.1,50.8,35.3,30.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,90,32.878,33.953,31.007,124.2,215,1175,32.9,34,31,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,71,31.521,32.706,30.151,128.8,309.4,1269.4,31.5,32.7,30.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,84,68.7,36.845,29.806,89.8,135.3,1095.3,68.7,36.8,29.8,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,98,33.261,34.995,30.552,123,234.1,1194.1,33.3,35,30.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3,88,31.904,33.199,28.349,130.1,327.6,1287.6,31.9,33.2,28.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,102,162.6,39.716,36.095,45,238.4,238.4,162.6,39.7,36.1,956.93524,1331.6,3530.67,49023.662,221.66721,10119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,131,27.246,29.168,28.497,126.4,323.3,323.3,27.2,29.2,28.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,86,164.2,37.662,35.116,45.3,236.9,236.9,164.2,37.7,35.1,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,99,27.37,29.214,28.227,126.6,321.8,321.8,27.4,29.2,28.2,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,149,163.2,39.36,33.036,45.6,235.6,235.6,163.2,39.4,33,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,89,27.105,29.309,28.342,126.7,320.4,320.4,27.1,29.3,28.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,73,161.5,39.689,33.451,45.8,234.6,234.6,161.5,39.7,33.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,88,28.989,29.452,29.32,122.3,322.4,322.4,29,29.5,29.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,75,163.9,38.719,35.328,45.1,237.9,237.9,163.9,38.7,35.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,88,26.74,29.314,28.853,126.4,322.8,322.8,26.7,29.3,28.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,116,164.7,38.168,35.401,45.1,238.3,238.3,164.7,38.2,35.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,95,26.89,29.197,28.649,126.7,323,323,26.9,29.2,28.6,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,83,157.6,34.952,38.378,46.5,231,711,157.6,35,38.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2,105,26.986,28.881,28.425,127.4,315.2,795.2,27,28.9,28.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,133,157.1,34.714,36.349,47.1,228.1,708.1,157.1,34.7,36.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,102,26.645,29.226,28.113,127.8,312.1,792.1,26.6,29.2,28.1,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,92,153.2,35.006,34.034,48.3,222.3,702.3,153.2,35,34,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
